name,hg_19,cb,both
ELF3,False,True,False
ZNF717,False,True,False
WNT5A,False,True,False
DCXR,False,True,False
MCF2L,False,True,False
PLA2G10,False,True,False
KRT35,False,True,False
CAPNS2,False,True,False
HAL,False,True,False
GUCA2A,False,True,False
UBA7,False,True,False
MAPK11,False,True,False
MIR609,False,True,False
TMEM255A,False,True,False
RN7SL16P,False,True,False
CD5L,False,True,False
PCDHB7,False,True,False
FAM170B-AS1,False,True,False
LINC00589,False,True,False
SRSF1,False,True,False
RNA5SP113,False,True,False
MIR4717,False,True,False
OR2T10,False,True,False
SNORD109B,False,True,False
RNF144B,False,True,False
RABL2A,False,True,False
DBNDD1,False,True,False
MAGEC2,False,True,False
NCALD,False,True,False
PLSCR4,False,True,False
C10orf90,False,True,False
MIR4736,False,True,False
MIRLET7B,False,True,False
ATP6V0E1,False,True,False
ARFGAP2,False,True,False
RNA5SP449,False,True,False
TTTY13,False,True,False
RAB18,False,True,False
SCGB1D4,False,True,False
PDE3A,False,True,False
KHK,False,True,False
MAGED4,False,True,False
OR5AU1,False,True,False
TRUB2,False,True,False
WARS2,False,True,False
MYOD1,False,True,False
PCDHGB2,False,True,False
SFXN5,False,True,False
ST3GAL6-AS1,False,True,False
MIR3185,False,True,False
GOSR2,False,True,False
TCEAL6,False,True,False
ARID1A,False,True,False
DPPA4,False,True,False
ACBD6,False,True,False
EGFR-AS1,False,True,False
LINC00278,False,True,False
DUOXA2,False,True,False
AIRIM,False,True,False
TRNC,True,False,False
RNA5SP387,False,True,False
SLC2A8,False,True,False
RPS6KL1,False,True,False
THRA,False,True,False
MAGEB16,False,True,False
CHST12,False,True,False
LSAMP,False,True,False
EEIG1,False,True,False
SLC41A2,False,True,False
MRPL40,False,True,False
RNA5SP405,False,True,False
ZNF57,False,True,False
COQ5,False,True,False
LRRC37A2,True,True,True
DPPA5,False,True,False
ST7L,False,True,False
CDK5RAP3,False,True,False
CENPF,False,True,False
H2AC25,False,True,False
IGKV1D-8,False,True,False
SEPTIN5,False,True,False
TMEM245,False,True,False
RTKN,False,True,False
TAX1BP3,False,True,False
MAP6D1,False,True,False
LRRN3,False,True,False
SEMA6B,False,True,False
NIPA2,False,True,False
PSORS1C3,False,True,False
NR1I3,False,True,False
RNA5SP214,False,True,False
NAA50,False,True,False
TNFSF18,False,True,False
ZNF419,False,True,False
BCAP31,False,True,False
LCMT1,False,True,False
ZNF629,False,True,False
KCTD6,False,True,False
TMPO,False,True,False
MOK,False,True,False
PTBP2,False,True,False
RNA5SP101,False,True,False
BUD13,False,True,False
TMEM101,False,True,False
ARR3,False,True,False
RAC2,False,True,False
ZSWIM5,False,True,False
SLC6A7,False,True,False
TMEM41B,False,True,False
RTL8B,False,True,False
PPIAL4F,False,True,False
CCDC42,False,True,False
RN7SL230P,False,True,False
KRT8,False,True,False
PLEKHG4,False,True,False
MTRR,False,True,False
LGALS16,False,True,False
SH3BP5L,False,True,False
GP2,False,True,False
STK32A,False,True,False
MYL12A,False,True,False
RN7SL734P,False,True,False
SDCBP2-AS1,False,True,False
TJAP1,False,True,False
RN7SL614P,False,True,False
MOSPD1,False,True,False
CORO1B,False,True,False
ZNF821,False,True,False
LINC00618,False,True,False
TDG,False,True,False
MC4R,False,True,False
CNTF,False,True,False
WNK3,False,True,False
FMO5,False,True,False
MRPL35,False,True,False
MIR4708,False,True,False
MIR548AL,False,True,False
LIMK2,False,True,False
OR1Q1,False,True,False
RN7SKP160,False,True,False
SEL1L,False,True,False
SLMAP,False,True,False
MIR548AR,False,True,False
CEP128,False,True,False
OR10A7,False,True,False
MRPL12,False,True,False
EXOC1,False,True,False
CHRM4,False,True,False
TMEM89,False,True,False
ZNF234,False,True,False
EIF4E1B,False,True,False
RN7SKP2,False,True,False
CBX7,False,True,False
LDLR,False,True,False
RNU6ATAC8P,False,True,False
SOCS2-AS1,False,True,False
RBM14,False,True,False
ALDOC,False,True,False
LCE1C,False,True,False
TRMT5,False,True,False
LMTK3,False,True,False
IFIT5,False,True,False
SNORA17A,False,True,False
CLHC1,False,True,False
RN7SL706P,False,True,False
IFNW1,False,True,False
SBF2,False,True,False
SLC4A1AP,False,True,False
KIF3B,False,True,False
GANC,False,True,False
SLC27A5,False,True,False
CCDC69,False,True,False
CCL7,False,True,False
HPR,False,True,False
ATAD2B,False,True,False
ZNF345,False,True,False
KLHDC10,False,True,False
NKX2-8,False,True,False
GABRB3,False,True,False
GOLM1,False,True,False
SLC7A13,False,True,False
PAXIP1,False,True,False
SNORD114-24,False,True,False
SYT2,False,True,False
LINC00290,False,True,False
RNU7-63P,False,True,False
MIR1208,False,True,False
FAM20A,False,True,False
LTA,False,True,False
ANKRD55,False,True,False
MIRLET7D,False,True,False
HOXB-AS2,False,True,False
MIR602,False,True,False
RN7SL560P,False,True,False
IFTAP,False,True,False
RNA5SP382,False,True,False
DEFB135,False,True,False
AHSA1,False,True,False
OMG,False,True,False
SPAG6,False,True,False
TSC22D2,False,True,False
SSTR1,False,True,False
PDILT,False,True,False
ASF1B,False,True,False
ESYT1,False,True,False
RANBP3,False,True,False
ZMAT5,False,True,False
ZDHHC18,False,True,False
SLC31A2,False,True,False
NEXN,False,True,False
DNAH7,False,True,False
EIF4G1,False,True,False
MDC1-AS1,False,True,False
MIR3617,False,True,False
MIR323B,False,True,False
SNORD114-11,False,True,False
CDCA7,False,True,False
H2BC17,False,True,False
RNU7-24P,False,True,False
PGM2L1,False,True,False
NT5DC4,False,True,False
RNY4,False,True,False
BCO2,False,True,False
PHKA2,False,True,False
MED17,False,True,False
HIGD2A,False,True,False
EXOSC6,False,True,False
RIOK2,False,True,False
PIP4P1,False,True,False
RN7SKP100,False,True,False
PITPNB,False,True,False
ATP2B2-IT1,False,True,False
EGFL6,False,True,False
RHBG,False,True,False
CHRM3,False,True,False
RN7SL799P,False,True,False
NID2,False,True,False
RAB24,False,True,False
CFAP91,False,True,False
USP11,False,True,False
CAPN6,False,True,False
MIR4515,False,True,False
GDNF,False,True,False
RN7SL495P,False,True,False
TMEM171,False,True,False
TTLL11,False,True,False
ACADM,False,True,False
SLC37A4,False,True,False
OR4L1,False,True,False
RAP1A,False,True,False
RFLNA,False,True,False
LRRC58,False,True,False
EGFLAM-AS4,False,True,False
DPF1,False,True,False
NPW,False,True,False
PRLH,False,True,False
CXCL1,False,True,False
RNU5E-10P,False,True,False
SP2,False,True,False
UGT1A10,False,True,False
OR8B2,False,True,False
B3GALNT2,False,True,False
MEP1B,False,True,False
SNAPC2,False,True,False
POU2F1,False,True,False
RN7SKP123,False,True,False
RN7SL554P,False,True,False
RNA5SP262,False,True,False
MIR1538,False,True,False
ZACN,False,True,False
YEATS2-AS1,False,True,False
PDCL3,False,True,False
ATP6V0D1,False,True,False
LILRA6,False,True,False
RNF224,False,True,False
SFT2D1,False,True,False
TBC1D20,False,True,False
DNAAF1,False,True,False
ABCF3,False,True,False
TNK2,False,True,False
PPP2R3A,False,True,False
SLC2A6,False,True,False
SNORD37,False,True,False
RN7SKP166,False,True,False
SSH3,False,True,False
RNA5SP496,False,True,False
GAS7,False,True,False
RTN3,False,True,False
PDE1C,False,True,False
FUT10,False,True,False
BIN1,False,True,False
SLC22A18AS,False,True,False
MIR10B,False,True,False
ADAMTS9-AS1,False,True,False
POTEH-AS1,False,True,False
FBXO43,False,True,False
ERAP2,False,True,False
TSTD1,False,True,False
PUS7,False,True,False
RN7SL36P,False,True,False
RUSC2,False,True,False
CD99L2,False,True,False
TBC1D3C,False,True,False
CXCL17,False,True,False
ARHGEF6,False,True,False
MIR4314,False,True,False
RNASEH2C,False,True,False
ZNF85,False,True,False
P4HA2,False,True,False
RNU5F-8P,False,True,False
MIR4464,False,True,False
KDM4E,False,True,False
DAND5,False,True,False
H4C4,False,True,False
SMC1A,False,True,False
TCEAL1,False,True,False
CENPT,False,True,False
MIR216B,False,True,False
AFF3,False,True,False
RANBP2,False,True,False
SNORD99,False,True,False
PEAK3,False,True,False
RNU4-45P,False,True,False
ENTPD5,False,True,False
RNU105C,False,True,False
RNY3P1,False,True,False
OR52L1,False,True,False
RNY4P16,False,True,False
FGF7,False,True,False
NF1,False,True,False
HNRNPUL1,False,True,False
ZFY-AS1,False,True,False
GJE1,False,True,False
MRAP,False,True,False
AP3S1,False,True,False
C5orf58,False,True,False
APH1B,False,True,False
BDKRB1,False,True,False
RN7SL270P,False,True,False
FIBCD1,False,True,False
OR6N1,False,True,False
GHRHR,False,True,False
ATP6V0B,False,True,False
DEFB130A,False,True,False
PLD2,False,True,False
SCFD2,False,True,False
PPM1K,False,True,False
CHIA,False,True,False
ASTN1,False,True,False
KRTAP10-10,False,True,False
NXT2,False,True,False
SPON1,False,True,False
IFNA17,False,True,False
MCCD1,False,True,False
TBC1D16,False,True,False
ZFP36L2,False,True,False
RNA5SP254,False,True,False
AVPR2,False,True,False
OR10R2,False,True,False
SCN7A,False,True,False
BSG,False,True,False
RN7SKP233,False,True,False
GALNT3,False,True,False
PIK3CD,False,True,False
TPK1,False,True,False
SNORA75,False,True,False
LCE1A,False,True,False
TRMT61A,False,True,False
NEB,False,True,False
RN7SKP48,False,True,False
MARVELD2,False,True,False
DNM3,False,True,False
PLEKHA8,False,True,False
GPR180,False,True,False
LINC00575,False,True,False
ATP2B2,False,True,False
MIR589,False,True,False
RIMBP3B,False,True,False
IL27RA,False,True,False
TEX13A,False,True,False
SLC10A5,False,True,False
SNORD115-24,False,True,False
LRRFIP2,False,True,False
ARHGEF28,False,True,False
ASAH2B,False,True,False
ACSM3,False,True,False
RN7SL57P,False,True,False
PNMA1,False,True,False
SNORD95,False,True,False
C19orf48P,False,True,False
LINC02903,False,True,False
ARF2P,True,False,False
CRELD2,False,True,False
HNF1B,False,True,False
CLSPN,False,True,False
USP53,False,True,False
TUSC3,False,True,False
VWDE,False,True,False
FAM118A,False,True,False
DTWD1,False,True,False
SRF,False,True,False
CIB1,False,True,False
BRS3,False,True,False
MIR5693,False,True,False
NEIL3,False,True,False
DOK6,False,True,False
PTPRG-AS1,False,True,False
MIR661,False,True,False
RNA5SP517,False,True,False
PCDHA9,False,True,False
TAFA1,False,True,False
HBG2,False,True,False
USP10,False,True,False
RN7SL387P,False,True,False
RB1CC1,False,True,False
TMEM240,False,True,False
CD244,False,True,False
PMM1,False,True,False
GSAP,False,True,False
PATJ,False,True,False
LINC00564,False,True,False
DLG3,False,True,False
CNOT2,False,True,False
TTC8,False,True,False
ZNF747,False,True,False
RIN1,False,True,False
PEBP1,False,True,False
APOC1,False,True,False
IPO7,False,True,False
ECH1,False,True,False
OR4C13,False,True,False
COG3,False,True,False
CCDC57,False,True,False
LINC00560,False,True,False
GAP43,False,True,False
TMEM80,False,True,False
CIB4,False,True,False
RTP3,False,True,False
NXF2B,False,True,False
NFATC1,False,True,False
TTTY3B,False,True,False
RNA5SP201,False,True,False
SETBP1,False,True,False
RBM14-RBM4,False,True,False
PTGER3,False,True,False
ITM2C,False,True,False
MIR4739,False,True,False
IL20,False,True,False
THRB,False,True,False
AACS,False,True,False
PROSER1,False,True,False
MIR874,False,True,False
GCSAM,False,True,False
PEDS1-UBE2V1,False,True,False
SNORD116-12,False,True,False
KLF15,False,True,False
CACNG2,False,True,False
RN7SKP175,False,True,False
SNORD14A,False,True,False
ENO1,False,True,False
MARCHF7,False,True,False
CPS1,False,True,False
LINC00404,False,True,False
DCUN1D5,False,True,False
DEFB119,False,True,False
ZNF77,False,True,False
MIR4688,False,True,False
ULK3,False,True,False
RNA5SP503,False,True,False
OR2B2,False,True,False
INTS11,False,True,False
ACER2,False,True,False
DEFB107A,False,True,False
BRAP,False,True,False
MIR4262,False,True,False
CDX1,False,True,False
PPM1A,False,True,False
SLITRK2,False,True,False
DEFB133,False,True,False
SCAANT1,False,True,False
FNDC5,False,True,False
MAGEB3,False,True,False
MIR2110,False,True,False
DENND6B,False,True,False
KLF1,False,True,False
CCNL2,False,True,False
TMEM119,False,True,False
USP12-AS1,False,True,False
FAM91A1,False,True,False
RPS2,False,True,False
SYCP3,False,True,False
SEC16B,False,True,False
SNORD58C,False,True,False
LRCH4,False,True,False
SAMD13,False,True,False
NAMA,False,True,False
B3GAT3,False,True,False
NRBP1,False,True,False
RBMY1B,False,True,False
KCNMA1,False,True,False
PRAMEF2,False,True,False
BCDIN3D-AS1,False,True,False
NSD1,False,True,False
KIAA0586,False,True,False
RN7SL425P,False,True,False
NDUFC1,False,True,False
AGPAT4-IT1,False,True,False
GMEB1,False,True,False
LRP10,False,True,False
SERAC1,False,True,False
VAX2,False,True,False
POLR2I,False,True,False
SLC6A4,False,True,False
CSNK2B,False,True,False
SNX16,False,True,False
RNA5SP364,False,True,False
DHRS4L2,False,True,False
MYPOP,False,True,False
FEZF1,False,True,False
CCNY,False,True,False
MIR5692B,False,True,False
DEFB4A,False,True,False
MIR137HG,False,True,False
RNA5SP88,False,True,False
ZNF619,False,True,False
TXNRD2,False,True,False
MYEF2,False,True,False
SLC43A2,False,True,False
DUS1L,False,True,False
ESX1,False,True,False
INA,False,True,False
GRK5,False,True,False
THPO,False,True,False
PILRB,False,True,False
SIRT6,False,True,False
RN7SL69P,False,True,False
MYL2,False,True,False
MPV17L2,False,True,False
NET1,False,True,False
GRPEL1,False,True,False
DHRS11,False,True,False
OR5M8,False,True,False
A2M-AS1,False,True,False
TMEM74B,False,True,False
PRPF18,False,True,False
RNA5SP186,False,True,False
LETMD1,False,True,False
CRMA,False,True,False
KDM2A,False,True,False
PLK4,False,True,False
ACOD1,False,True,False
TSPY9,False,True,False
GCHFR,False,True,False
CNFN,False,True,False
FAM222B,False,True,False
SFRP1,False,True,False
METTL25B,False,True,False
ZNF623,False,True,False
ZFP82,False,True,False
PDE4B,False,True,False
GATA3,False,True,False
H1-3,False,True,False
CHPF,False,True,False
RNA5SP323,False,True,False
RN7SL744P,False,True,False
SPACDR,False,True,False
RAD9B,False,True,False
C10orf105,False,True,False
LSM11,False,True,False
MIR3609,False,True,False
SOD3,False,True,False
DTNB,False,True,False
PTGIR,False,True,False
EMX2OS,False,True,False
MIR500A,False,True,False
TRNP,True,False,False
ANKRD18A,False,True,False
KNCN,False,True,False
RNA5SP299,False,True,False
MIR519E,False,True,False
CLP1,False,True,False
PTPRK,False,True,False
RPS17,False,True,False
MZT2B,False,True,False
RAB13,False,True,False
MIR576,False,True,False
IFT172,False,True,False
TLL1,False,True,False
MIR3922,False,True,False
RNA5SP486,False,True,False
SNORD114-7,False,True,False
E2F8,False,True,False
SPATA25,False,True,False
RN7SL840P,False,True,False
PEX5L-AS2,False,True,False
SEBOX,False,True,False
CYP2J2,False,True,False
FOXN3-AS2,False,True,False
RNY1P5,False,True,False
FRZB,False,True,False
TMEM256,False,True,False
ABCB4,False,True,False
DISP1,False,True,False
SRGAP3-AS3,False,True,False
KRT81,False,True,False
HTR3A,False,True,False
KRT6C,False,True,False
ZFTRAF1,False,True,False
ATP1B3,False,True,False
OR10P1,False,True,False
BHLHE22,False,True,False
MKX,False,True,False
CREBL2,False,True,False
CSTB,False,True,False
SCGB2A1,False,True,False
SPATA19,False,True,False
C1orf35,False,True,False
RN7SKP78,False,True,False
LINC00709,False,True,False
PTPA,False,True,False
POLQ,False,True,False
NSD3,False,True,False
RNASE13,False,True,False
UBE2K,False,True,False
RNA5SP303,False,True,False
ZSCAN25,False,True,False
CDK8,False,True,False
CD84,False,True,False
H2BC1,False,True,False
CHST9,False,True,False
ANKS3,False,True,False
MIR3173,False,True,False
RNA5SP284,False,True,False
MMAB,False,True,False
EZHIP,False,True,False
HSPB3,False,True,False
MACO1,False,True,False
UBIAD1,False,True,False
DUX4L1,False,True,False
TMEM161A,False,True,False
STX1B,False,True,False
CAP1,False,True,False
GRK2,False,True,False
ENKD1,False,True,False
WFDC12,False,True,False
RAB6B,False,True,False
GABRA6,False,True,False
TJP1,False,True,False
CCDC159,False,True,False
MIR3976,False,True,False
MIR4450,False,True,False
LGALS7B,False,True,False
NCOR1,False,True,False
ZFP69B,False,True,False
SPPL2A,False,True,False
IKBKE-AS1,False,True,False
ZMYM4,False,True,False
CTU1,False,True,False
HECW1-IT1,False,True,False
CRYBB2,False,True,False
KLHDC8B,False,True,False
HDAC9,False,True,False
ERLIN1,False,True,False
MIR1305,False,True,False
SLC6A2,False,True,False
OR2T33,False,True,False
CP,False,True,False
HSPA1A,False,True,False
ARL3,False,True,False
MIR658,False,True,False
DNASE1L2,False,True,False
TBL3,False,True,False
SNORD21,False,True,False
PCDH12,False,True,False
MICOS10,False,True,False
SNORD71,False,True,False
PRSS22,False,True,False
PRKX-AS1,False,True,False
CGB5,False,True,False
SNORA58,False,True,False
ARHGAP21,False,True,False
TTC17,False,True,False
SCIN,False,True,False
HOXB-AS3,False,True,False
RNU7-126P,False,True,False
ZBTB12,False,True,False
UGT1A4,False,True,False
CCDC88A,False,True,False
SUPT20H,False,True,False
SFXN2,False,True,False
VTI1B,False,True,False
CSN2,False,True,False
CHEK2,False,True,False
ND2,True,False,False
RN7SKP176,False,True,False
C19orf33,False,True,False
RN7SKP209,False,True,False
ZFP42,False,True,False
LOXL1-AS1,False,True,False
LIMD1,False,True,False
DNTTIP1,False,True,False
RBM12B,False,True,False
ELMO1-AS1,False,True,False
GNG10,False,True,False
CCDC59,False,True,False
PPP1R36,False,True,False
MIR3664,False,True,False
CFH,False,True,False
MBD1,False,True,False
MCRIP2,False,True,False
SNHG4,False,True,False
SULF1,False,True,False
ACTR3B,False,True,False
FAM181B,False,True,False
EML1,False,True,False
RGS7,False,True,False
CYP21A2,False,True,False
RTP1,False,True,False
CACNA2D2,False,True,False
RNU11,False,True,False
LINC00487,False,True,False
KIF5B,False,True,False
ITPA,False,True,False
CCDC154,False,True,False
RNU6ATAC12P,False,True,False
TCEANC,False,True,False
RN7SL134P,False,True,False
IFI27,False,True,False
TRPC5,False,True,False
MTFR2,False,True,False
TM2D1,False,True,False
IFNA14,False,True,False
CTCF,False,True,False
ZBED3,False,True,False
ZFHX2,False,True,False
PRTFDC1,False,True,False
GRM7,False,True,False
CFAP141,False,True,False
DYDC1,False,True,False
AHCYL2,False,True,False
HLA-DQA2,False,True,False
SLC12A4,False,True,False
ARL14EP,False,True,False
FAM110D,False,True,False
TDRD6,False,True,False
NR2F1,False,True,False
GTF2A2,False,True,False
PCDHGA11,False,True,False
STAR,False,True,False
SIGLEC6,False,True,False
GRAMD1A,False,True,False
EDDM3B,False,True,False
ZBTB3,False,True,False
CD7,False,True,False
MARCHF11,False,True,False
MIR4786,False,True,False
PIGH,False,True,False
ATP2A2,False,True,False
RNA5SP406,False,True,False
SMC4,False,True,False
GNS,False,True,False
NXT1,False,True,False
TLE6,False,True,False
DEXI,False,True,False
IFNA8,False,True,False
GNG11,False,True,False
SANBR,False,True,False
ZNF32-AS1,False,True,False
DGCR2,False,True,False
MIR301B,False,True,False
ZDHHC1,False,True,False
FBXO9,False,True,False
WDR62,False,True,False
SHOX,False,True,False
KIN,False,True,False
SAXO5,False,True,False
BOC,False,True,False
KLHL38,False,True,False
SLC12A8,False,True,False
DCAF1,False,True,False
CPD,False,True,False
PPIP5K1,False,True,False
RNA5SP426,False,True,False
PDPN,False,True,False
OR10AG1,False,True,False
TBC1D4,False,True,False
ZNF585A,False,True,False
PROX1,False,True,False
MIR3650,False,True,False
LAMP3,False,True,False
GCK,False,True,False
ABCA3,False,True,False
RN7SL566P,False,True,False
FOCAD,False,True,False
TENT5B,False,True,False
RN7SKP184,False,True,False
RN7SKP109,False,True,False
RN7SKP155,False,True,False
NTF3,False,True,False
KCNU1,False,True,False
TRIM63,False,True,False
MIR1281,False,True,False
RN7SL813P,False,True,False
ZNF185,False,True,False
LINC00307,False,True,False
PCDHGA10,False,True,False
TM2D2,False,True,False
RGMB,False,True,False
SCYL3,False,True,False
MIR29C,False,True,False
DMRT3,False,True,False
S100A4,False,True,False
COMMD9,False,True,False
CCNB3,False,True,False
MIR4735,False,True,False
NEFL,False,True,False
NME7,False,True,False
SNORA33,False,True,False
KRTAP17-1,False,True,False
CHD4,False,True,False
NUP153,False,True,False
PTCD3,False,True,False
MIR501,False,True,False
TNKS,False,True,False
SLC22A7,False,True,False
MIR1262,False,True,False
CCDC141,False,True,False
ICA1,False,True,False
MIR1248,False,True,False
TMEM249,False,True,False
ELANE,False,True,False
RNU7-94P,False,True,False
MARCO,False,True,False
GAPT,False,True,False
TRIM64B,False,True,False
CNTFR,False,True,False
KRBOX5,False,True,False
MRRF,False,True,False
BEGAIN,False,True,False
CSNK2A1,False,True,False
CRTAM,False,True,False
C5orf64,False,True,False
KRTAP9-4,False,True,False
ETDB,False,True,False
LIPM,False,True,False
NAA25,False,True,False
MXD1,False,True,False
MIR1303,False,True,False
DLG4,False,True,False
SSBP1,False,True,False
RNU4-23P,False,True,False
GJA8,False,True,False
GPR88,False,True,False
RNU5F-3P,False,True,False
ASPN,False,True,False
GTF2E1,False,True,False
S100A7L2,False,True,False
RPL19,False,True,False
OR8H1,False,True,False
SLC27A3,False,True,False
FAM120B,False,True,False
SCGB1A1,False,True,False
THAP6,False,True,False
CRIPT,False,True,False
NID1,False,True,False
SLC23A2,False,True,False
RNY3P8,False,True,False
DDX54,False,True,False
UBE2O,False,True,False
SNORD83B,False,True,False
ZNF705D,False,True,False
USP17L28,False,True,False
NNMT,False,True,False
KLK12,False,True,False
RNY1P8,False,True,False
OTUD6A,False,True,False
PPIC,False,True,False
NEDD1,False,True,False
ATP6V1G1,False,True,False
PABPC3,False,True,False
RNU4-65P,False,True,False
MAML1,False,True,False
MIR4690,False,True,False
RIOK3,False,True,False
MED16,False,True,False
MAST4-AS1,False,True,False
ZNF713,False,True,False
SFXN1,False,True,False
RN7SKP149,False,True,False
C11orf54,False,True,False
CAMSAP3,False,True,False
EID2,False,True,False
GAL,False,True,False
ERVW-1,False,True,False
RN7SL181P,False,True,False
NCKAP1L,False,True,False
SGSM2,False,True,False
PRR7,False,True,False
ZNF662,False,True,False
GLUL,False,True,False
ZMYM3,False,True,False
PIK3R4,False,True,False
MIR663B,False,True,False
PPP6C,False,True,False
RAB27A,False,True,False
LSM8,False,True,False
CCT4,False,True,False
ERCC6L2,False,True,False
H2AZ2,False,True,False
AGO4,False,True,False
MLYCD,False,True,False
RN7SKP263,False,True,False
MMP21,False,True,False
ORM1,False,True,False
ECSIT,False,True,False
LRRC73,False,True,False
TRPM4,False,True,False
STARD8,False,True,False
VN1R1,False,True,False
LCK,False,True,False
SLC9A5,False,True,False
CETN3,False,True,False
CRTC3,False,True,False
LRP1B,False,True,False
CR2,False,True,False
MTNR1B,False,True,False
PRR5L,False,True,False
TDO2,False,True,False
UGGT1,False,True,False
MTMR7,False,True,False
TRIM29,False,True,False
SRGAP3,False,True,False
IL31RA,False,True,False
CMPK2,False,True,False
C12orf71,False,True,False
CFL1P7,False,True,False
ZKSCAN1,False,True,False
ZNF385D-AS2,False,True,False
RAB9B,False,True,False
SNORA35,False,True,False
EZH2,False,True,False
LPP,False,True,False
KDELR3,False,True,False
GPAT2,False,True,False
SLC35E2B,False,True,False
RNU7-192P,False,True,False
GMEB2,False,True,False
TRAFD1,False,True,False
TPM1,False,True,False
TMEM198,False,True,False
H3-3A,False,True,False
OTUD5,False,True,False
MEGF11,False,True,False
PRPF38A,False,True,False
RAI14,False,True,False
IP6K3,False,True,False
MAPK1,False,True,False
PSMD12,False,True,False
OR10J1,False,True,False
NEK7,False,True,False
TRIM52,False,True,False
RN7SL860P,False,True,False
KRTAP22-2,False,True,False
RNY4P24,False,True,False
MIR4680,False,True,False
ELOVL7,False,True,False
MGST1,False,True,False
ETF1,False,True,False
DEFB103B,False,True,False
SSX2,False,True,False
SLC35G2,False,True,False
SNORD62A,False,True,False
CEP250,False,True,False
DGAT2,False,True,False
EEFSEC,False,True,False
DUSP29,False,True,False
MTUS2,False,True,False
RWDD4,False,True,False
RNA5SP418,False,True,False
CTSO,False,True,False
DNTTIP2,False,True,False
HSP90AA1,False,True,False
GBP2,False,True,False
DRAXIN,False,True,False
MBD3L1,False,True,False
SLBP,False,True,False
PRSS33,False,True,False
CHST7,False,True,False
HLA-DRB5,False,True,False
NSUN4,False,True,False
RNF17,False,True,False
RHPN1-AS1,False,True,False
DEFB108B,False,True,False
PNMA6A,False,True,False
ZP4,False,True,False
LINC00334,False,True,False
LTA4H,False,True,False
RNY4P30,False,True,False
CREG2,False,True,False
CDH11,False,True,False
TBP,False,True,False
ZNF721,False,True,False
STK24-AS1,False,True,False
CACNB2,False,True,False
FAU,False,True,False
DRD4,False,True,False
EIF1AD,False,True,False
RN7SL497P,False,True,False
FSHR,False,True,False
PHF21B,False,True,False
BROX,False,True,False
POLR3GL,False,True,False
RN7SKP82,False,True,False
OR8B3,False,True,False
NDUFA4,False,True,False
GPBP1,False,True,False
EIF3L,False,True,False
JUN,False,True,False
COX7A2P1,False,True,False
RTN1,False,True,False
ARL6IP5,False,True,False
SEC14L6,False,True,False
CYSTM1,False,True,False
LIAS,False,True,False
SUMF2,False,True,False
UCKL1,False,True,False
TPD52L3,False,True,False
CHCHD2,False,True,False
FGA,False,True,False
MYOZ3,False,True,False
RN7SL587P,False,True,False
GPBAR1,False,True,False
TMEM109,False,True,False
MIR5586,False,True,False
KRT33A,False,True,False
BCAR3,False,True,False
RNU4-26P,False,True,False
NF2,False,True,False
MIR3158-2,False,True,False
TMEM260,False,True,False
DPH3,False,True,False
PSMB1,False,True,False
PRAMEF14,False,True,False
ZRANB2-DT,False,True,False
ARRDC1,False,True,False
FSIP1,False,True,False
SZRD1,False,True,False
RASSF9,False,True,False
LRRK2,False,True,False
RNF183,False,True,False
PIK3R3,False,True,False
KRTAP5-5,False,True,False
GFM1,False,True,False
RNA5SP38,False,True,False
ABHD4,False,True,False
PRKAR2A-AS1,False,True,False
GNPNAT1,False,True,False
SEL1L2,False,True,False
RGPD8,False,True,False
HUWE1,False,True,False
MBLAC1,False,True,False
APOC4,False,True,False
PELI2,False,True,False
OGT,False,True,False
CDKL1,False,True,False
RNF43,False,True,False
LYPD4,False,True,False
RNA5SP211,False,True,False
CCZ1B,False,True,False
VIPR2,False,True,False
TEF,False,True,False
TAF13,False,True,False
BORA,False,True,False
TLR5,False,True,False
USP17L11,False,True,False
NME9,False,True,False
MIR4527,False,True,False
TNFRSF19,False,True,False
CACTIN-AS1,False,True,False
EGFR,False,True,False
ERMAP,False,True,False
S100A12,False,True,False
GPR85,False,True,False
TMEM237,False,True,False
KIR3DX1,False,True,False
VPS37D,False,True,False
GSN,False,True,False
RNU7-172P,False,True,False
OR5AC1,False,True,False
NKD2,False,True,False
DPAGT1,False,True,False
SNORD104,False,True,False
SNORA25,False,True,False
NUP35,False,True,False
PID1,False,True,False
ENPP3,False,True,False
TMEM212,False,True,False
DMPK,False,True,False
DNAAF2,False,True,False
MS4A4E,False,True,False
PRDX2,False,True,False
AKT1S1,False,True,False
MIR516B2,False,True,False
VCX2,False,True,False
NR4A3,False,True,False
TENT5D,False,True,False
RFC2,False,True,False
FGF12-AS2,False,True,False
RN7SL820P,False,True,False
MIR512-2,False,True,False
ZNF346,False,True,False
IAH1,False,True,False
PRLHR,False,True,False
TARBP2,False,True,False
IKBKG,False,True,False
SNORA53,False,True,False
CCDC167,False,True,False
SNORD114-19,False,True,False
SF3B2,False,True,False
CYB5RL,False,True,False
ARID3B,False,True,False
SCRN3,False,True,False
PDCD5,False,True,False
TSGA10,False,True,False
RN7SL384P,False,True,False
CEP152,False,True,False
TRPC7-AS1,False,True,False
NXNL1,False,True,False
TOR1AIP1,False,True,False
RIBC2,False,True,False
MLF1,False,True,False
FAM172A,False,True,False
OR2T34,False,True,False
MICAL1,False,True,False
ALPP,False,True,False
MIR4471,False,True,False
WEE1,False,True,False
PDP2,False,True,False
